epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,914.938,1.45534,0.76393,1.03736,0.49459,0.3148,0.28294,0.13245,2.17154,3.01473,1.74605,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,979.983,1.44993,0.76199,1.03587,0.46179,0.34946,0.31073,0.15312,2.13812,2.83131,1.71808,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,1043.54,1.42446,0.74258,1.0273,0.38888,0.3083,0.23542,0.1329,2.0399,3.68846,1.66803,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,1107.17,1.42115,0.74148,1.02304,0.51081,0.36679,0.28213,0.14422,1.95131,2.80495,1.55654,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,1172.85,1.40865,0.7282,1.01751,0.54905,0.3509,0.31478,0.15971,1.98451,2.89653,1.62062,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,1236.83,1.4046,0.72416,1.01596,0.51444,0.34729,0.33337,0.15956,2.08916,2.90314,1.62478,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,1301.88,1.39422,0.71032,1.00914,0.58104,0.41444,0.32655,0.17273,2.03717,2.81462,1.63171,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,1367.58,1.39139,0.70633,1.01214,0.44624,0.41444,0.3155,0.18527,1.97782,2.86471,1.56492,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,1432.99,1.38565,0.70312,1.01098,0.46294,0.31769,0.26683,0.1369,2.19547,3.64234,1.79859,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,1497.91,1.37584,0.69469,1.00075,0.50029,0.31408,0.30403,0.17357,1.9024,3.25932,1.50938,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,1562.18,1.37498,0.69584,1.00411,0.54872,0.38195,0.36324,0.18594,2.0325,2.81741,1.5845,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,1626.09,1.366,0.68446,0.99859,0.49493,0.34007,0.3139,0.18258,1.98828,3.07221,1.58595,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,1690.41,1.35498,0.67832,0.99428,0.36444,0.24765,0.22932,0.09976,2.30785,3.50112,1.84395,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,1755.36,1.35467,0.67288,0.99609,0.72645,0.33555,0.35544,0.17746,2.04392,2.83773,1.66085,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,1820.13,1.35421,0.67354,0.99231,0.51416,0.35608,0.29904,0.16588,1.89227,2.91927,1.54404,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,1884.31,1.33833,0.66403,0.98677,0.51583,0.32924,0.30501,0.16359,2.0455,3.28038,1.67286,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,1948.57,1.33452,0.66205,0.98714,0.54781,0.36823,0.35822,0.22427,1.81221,2.96421,1.45215,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,2012.71,1.32702,0.65631,0.98526,0.56442,0.41011,0.38147,0.20054,1.95785,2.7445,1.5354,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,2077.08,1.3319,0.65918,0.98534,0.54351,0.3574,0.3627,0.20842,1.8657,2.82585,1.51837,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,2140.72,1.32122,0.64957,0.9824,0.47525,0.42094,0.28892,0.15607,1.88112,2.86566,1.49122,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,2204.11,1.3163,0.64836,0.98334,0.42751,0.35018,0.32641,0.19589,1.92404,2.98332,1.54371,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,2269.25,1.30954,0.63987,0.98163,0.52627,0.36823,0.35917,0.20331,1.91841,2.86224,1.50937,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,2333.4,1.31092,0.63627,0.97872,0.53755,0.38845,0.35115,0.191,1.93872,2.85777,1.53617,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,2397.56,1.31416,0.64024,0.97678,0.4566,0.39783,0.3486,0.19384,1.88333,2.74809,1.5404,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,2461.44,1.29838,0.6323,0.9757,0.49926,0.32924,0.27027,0.13345,2.13204,3.31785,1.68282,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,2525.39,1.29679,0.62715,0.97286,0.47913,0.35379,0.2989,0.17227,1.93211,2.80144,1.58298,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,2590.07,1.29237,0.62735,0.97582,0.59117,0.33502,0.31245,0.18458,1.91076,3.14591,1.52107,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,2653.92,1.29112,0.62125,0.9706,0.53134,0.3935,0.36101,0.19984,1.93629,2.84923,1.56317,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,2718.53,1.2889,0.62169,0.97025,0.42165,0.42094,0.25884,0.13708,1.89492,2.88009,1.49364,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,2783.47,1.28613,0.61849,0.96756,0.50011,0.39783,0.36947,0.20528,1.94989,2.69864,1.5776,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,2847.93,1.28299,0.62217,0.97235,0.61666,0.40072,0.40212,0.24611,1.8466,2.55357,1.48462,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,2912.64,1.27885,0.61575,0.96742,0.53872,0.34801,0.3144,0.18296,1.96429,3.16926,1.59562,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,2976.64,1.27715,0.61418,0.96692,0.48741,0.33357,0.27375,0.15863,1.96017,3.34831,1.65069,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,3041.12,1.27968,0.61331,0.96476,0.50555,0.41733,0.35127,0.20583,1.80161,2.8419,1.47397,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,3105.93,1.27105,0.60737,0.96597,0.59634,0.32924,0.328,0.19165,1.87798,3.00395,1.498,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,3170.78,1.2687,0.60453,0.9612,0.63928,0.35317,0.35296,0.211,1.8721,3.03354,1.50735,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,3234.94,1.26398,0.60358,0.96049,0.5318,0.39278,0.33496,0.17518,1.99065,2.88901,1.61688,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,3298.81,1.27039,0.60441,0.96256,0.37283,0.38339,0.29593,0.1741,1.91335,2.87107,1.53076,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,3361.88,1.25579,0.59956,0.96079,0.46545,0.34874,0.28672,0.17217,1.91894,3.02287,1.61359,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,3425.31,1.25544,0.59191,0.95689,0.56032,0.38554,0.33696,0.19567,1.93953,2.8642,1.53319,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,3489.53,1.24567,0.59125,0.95687,0.54614,0.34513,0.31721,0.1771,1.9518,2.96121,1.52424,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,3553.31,1.2599,0.60012,0.9567,0.57456,0.36751,0.33427,0.19461,1.89127,2.76735,1.55783,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,3616.77,1.2523,0.59129,0.95774,0.59508,0.40794,0.37122,0.21735,1.87108,2.67589,1.48624,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,3680.18,1.23889,0.58742,0.95712,0.47849,0.42067,0.3291,0.18935,1.8526,3.01739,1.5094,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,3744.93,1.23617,0.58464,0.95286,0.5844,0.4231,0.37979,0.22189,1.86187,2.74504,1.47927,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,3810.73,1.23843,0.58828,0.95734,0.54365,0.36029,0.29152,0.18041,1.85765,3.03847,1.49471,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,3877.1,1.2375,0.58377,0.95297,0.50863,0.38195,0.25963,0.1485,1.80333,3.10471,1.41117,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,3942.21,1.2383,0.58106,0.95284,0.5099,0.34513,0.29605,0.18609,1.87543,3.0542,1.48398,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,4006.14,1.22854,0.57689,0.95071,0.55347,0.38195,0.33813,0.20243,1.85672,2.9482,1.4709,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,4070.54,1.22526,0.57581,0.95035,0.50328,0.42238,0.34067,0.20833,1.78365,2.99268,1.4345,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,4134.37,1.23024,0.5773,0.94526,0.58502,0.43105,0.38439,0.23144,1.78758,2.70896,1.42454,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,4198.08,1.22495,0.57398,0.94816,0.51786,0.38989,0.33346,0.18973,1.87676,2.86574,1.4935,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,4262.49,1.23148,0.57649,0.95025,0.56319,0.40433,0.35721,0.20827,1.88886,2.79858,1.47601,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,4327,1.2203,0.57251,0.94734,0.57951,0.41694,0.36691,0.21823,1.91557,2.74286,1.50314,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,4391.58,1.22065,0.57102,0.94606,0.57826,0.38195,0.34498,0.20868,1.8331,2.81868,1.47847,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,4454.6,1.22838,0.56986,0.9451,0.48428,0.35523,0.32873,0.20241,1.83787,2.8498,1.47289,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,4520.21,1.21436,0.56842,0.94458,0.532,0.36318,0.32646,0.20256,1.84907,2.89725,1.49443,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,4589.06,1.21372,0.56558,0.94862,0.51149,0.36462,0.31192,0.18154,1.94638,2.95542,1.55627,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,4659.75,1.20348,0.55906,0.94246,0.50927,0.37184,0.28813,0.16689,1.90044,3.11621,1.51437,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,4727.32,1.2099,0.56324,0.94567,0.54695,0.3278,0.30196,0.17468,1.92456,3.20559,1.55031,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,4794.21,1.20054,0.55687,0.94341,0.57676,0.36405,0.34204,0.2115,1.86951,2.96232,1.52381,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
