epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,737.137,1.48455,0.80282,1.05089,0.45371,0.32996,0.30372,0.13237,2.18632,3.13774,1.6905,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
12,803.644,1.48075,0.79028,1.04536,0.52304,0.30325,0.30049,0.15598,2.05255,2.95322,1.6731,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
13,869.993,1.4673,0.78168,1.04071,0.31458,0.21083,0.12603,0.05847,2.54652,4.39753,2.10096,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
14,937.775,1.44842,0.76812,1.03473,0.65081,0.32058,0.32621,0.17106,2.00677,3.0328,1.64453,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,1005.17,1.43996,0.75637,1.02852,0.47153,0.28303,0.27621,0.1501,2.20615,3.01228,1.78584,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,1072.56,1.42652,0.7454,1.0213,0.48699,0.39928,0.33813,0.17581,2.1075,2.86298,1.68131,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,1139.91,1.42562,0.7366,1.02192,0.47552,0.27232,0.23678,0.09724,2.19808,3.13948,1.78323,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,1206.54,1.40414,0.72087,1.01862,0.48324,0.29964,0.25162,0.1164,2.27873,3.39987,1.78821,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,1274.04,1.4174,0.72802,1.01543,0.44433,0.34079,0.24152,0.12575,2.06918,3.23251,1.66837,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,1341.3,1.39239,0.71452,1.01269,0.36897,0.2837,0.22365,0.10488,2.1906,3.44952,1.78609,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,1409.25,1.38462,0.70638,1.00877,0.53374,0.39639,0.25547,0.11242,2.17034,3.12141,1.71135,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,1476.18,1.38645,0.69603,1.00483,0.52647,0.39783,0.26472,0.14464,1.88995,3.06368,1.48819,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,1543.72,1.37313,0.69538,1.0071,0.5281,0.36823,0.24857,0.13049,1.96672,3.22622,1.60905,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,1610.57,1.37567,0.69384,1.01077,0.53201,0.34007,0.27726,0.13408,2.14351,3.1809,1.66184,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,1678.23,1.36302,0.68068,0.99774,0.561,0.40866,0.33952,0.18329,2.01257,2.85392,1.64055,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,1745.64,1.35402,0.68,0.99839,0.47909,0.3278,0.30347,0.16455,2.04037,3.32842,1.66743,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,1812.44,1.35324,0.67282,0.99676,0.62658,0.35884,0.36479,0.21093,1.94358,2.50474,1.56163,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,1880.61,1.35403,0.67284,0.99307,0.38183,0.28943,0.24277,0.12733,1.97675,3.31686,1.63153,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,1948.5,1.34271,0.66537,0.99029,0.45508,0.32381,0.2747,0.1347,2.17324,3.16925,1.73311,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,2016.35,1.33287,0.65838,0.98978,0.39015,0.28664,0.2505,0.13461,2.09244,3.52134,1.60238,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,2083.86,1.3283,0.65443,0.98375,0.5071,0.38924,0.3726,0.20693,1.88095,2.57468,1.50551,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,2150.93,1.32032,0.649,0.98316,0.54338,0.39265,0.37282,0.21813,1.94699,2.8602,1.57033,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,2218.34,1.31524,0.64841,0.98423,0.6183,0.33863,0.32709,0.18564,1.98332,3.15553,1.60872,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,2286.33,1.32047,0.65082,0.97988,0.63413,0.35665,0.38401,0.2232,1.91756,2.81973,1.51305,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,2353.54,1.30489,0.63905,0.97814,0.60138,0.33285,0.35258,0.19924,1.99849,2.9139,1.61628,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,2421.62,1.30172,0.63424,0.97503,0.59347,0.35627,0.35349,0.18732,2.05423,2.7465,1.68794,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,2488.21,1.31153,0.64078,0.97984,0.72786,0.31671,0.34292,0.18207,2.00361,2.86983,1.61549,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,2555.78,1.30357,0.63424,0.9745,0.63436,0.38195,0.38915,0.23086,1.95455,2.9276,1.56987,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,2623.44,1.29817,0.63069,0.97542,0.55889,0.2917,0.27901,0.15569,1.97143,3.09278,1.54917,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,2691.48,1.30269,0.63153,0.97293,0.54103,0.35812,0.32855,0.20045,1.93897,2.96919,1.52788,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,2759.56,1.2903,0.62864,0.97563,0.5087,0.41588,0.37026,0.21508,1.85875,2.62343,1.48064,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,2827.64,1.28421,0.62113,0.97363,0.5008,0.34079,0.27477,0.16463,1.8769,3.08924,1.5168,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,2894.88,1.28342,0.61818,0.97165,0.72454,0.30766,0.33654,0.16809,2.12263,3.03196,1.65019,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,2961.87,1.28572,0.61775,0.96784,0.5352,0.40144,0.36633,0.20355,1.88025,2.61203,1.49592,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,3030.45,1.27528,0.61243,0.96659,0.54941,0.36462,0.35081,0.20811,1.87729,2.85513,1.49442,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,3098.46,1.27252,0.61314,0.96499,0.50367,0.38917,0.32247,0.18502,1.99011,2.8155,1.58134,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,3166.37,1.26317,0.60708,0.9668,0.72485,0.37256,0.42093,0.26065,1.84719,2.39789,1.46334,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,3234.8,1.27312,0.60922,0.96775,0.68562,0.36462,0.38602,0.23244,1.90524,2.76557,1.52746,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,3302.04,1.27066,0.61032,0.96256,0.66628,0.36173,0.38643,0.23176,1.869,2.67748,1.52399,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,3370.16,1.2582,0.60267,0.96598,0.48531,0.36831,0.34797,0.19881,1.86902,2.72536,1.51033,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,3438.35,1.26605,0.6043,0.96289,0.62461,0.38683,0.38852,0.21976,1.90498,2.63477,1.51683,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,3506.45,1.25271,0.59706,0.95979,0.69117,0.35957,0.40466,0.22792,1.953,2.66611,1.54007,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,3573.31,1.26171,0.59522,0.96126,0.53127,0.37256,0.34115,0.20179,1.92077,2.89044,1.52068,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,3640.45,1.23785,0.59382,0.95741,0.76141,0.37473,0.41014,0.23714,1.88836,2.6823,1.52169,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,3708.02,1.26062,0.5975,0.95818,0.55869,0.42022,0.38006,0.21293,1.89062,2.7276,1.51697,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,3775.39,1.24951,0.59197,0.9573,0.56049,0.36173,0.30493,0.19097,1.82719,3.2026,1.48535,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,3841.96,1.23721,0.58631,0.95396,0.67471,0.35379,0.37919,0.22516,1.88441,2.74423,1.53036,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,3909.21,1.24589,0.58924,0.95494,0.52211,0.32347,0.31306,0.191,1.88303,3.13595,1.48333,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,3976.56,1.24117,0.58673,0.95801,0.5588,0.37184,0.3593,0.21735,1.91245,2.69073,1.55646,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,4045.42,1.24102,0.58198,0.95173,0.54391,0.41083,0.38989,0.22492,1.87325,2.60972,1.46257,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,4113.57,1.23463,0.58149,0.95523,0.55964,0.37184,0.35717,0.21111,1.88844,2.85817,1.49292,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,4180.81,1.22718,0.57999,0.95151,0.57354,0.40144,0.39561,0.23525,1.76764,2.55768,1.42201,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,4247.8,1.22974,0.57582,0.94883,0.62461,0.35668,0.37599,0.21838,1.86694,2.53587,1.50574,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,4315.13,1.23006,0.582,0.95379,0.55809,0.37112,0.35635,0.21285,1.88497,2.80579,1.50641,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,4382.72,1.22828,0.5753,0.95083,0.66436,0.39278,0.41936,0.24926,1.83166,2.37916,1.4601,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,4450.35,1.22146,0.57154,0.95446,0.56567,0.38267,0.37908,0.22346,1.80791,2.49613,1.45694,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,4518.45,1.22229,0.57158,0.94692,0.51893,0.36684,0.37571,0.22119,1.82383,2.59275,1.46142,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,4585.57,1.206,0.56407,0.94703,0.69465,0.41392,0.44982,0.26209,1.86537,2.28236,1.50404,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,4653.2,1.22273,0.57197,0.94928,0.55758,0.40722,0.32976,0.19891,1.78317,2.79652,1.43934,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,4721.81,1.21286,0.569,0.94269,0.49343,0.37205,0.33186,0.20014,1.80518,2.77618,1.44096,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,4788.88,1.21283,0.56557,0.94418,0.53356,0.3857,0.33929,0.20323,1.81565,2.77346,1.46633,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,4856.68,1.2047,0.56005,0.94559,0.5217,0.37762,0.32526,0.19935,1.86679,2.8218,1.5041,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,4923.72,1.21501,0.56509,0.94361,0.52636,0.3715,0.31065,0.19043,1.86437,2.99343,1.52255,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,4991.31,1.20172,0.55915,0.93992,0.5828,0.34729,0.34219,0.20638,1.90028,2.63113,1.5105,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,5059.36,1.20548,0.56478,0.94501,0.49607,0.36173,0.34607,0.21953,1.80032,2.75837,1.44832,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,5127.69,1.19815,0.55927,0.94264,0.57547,0.37617,0.37402,0.22682,1.85276,2.53985,1.47191,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,5196.03,1.18947,0.55252,0.93688,0.56878,0.37523,0.34779,0.21697,1.82126,2.82832,1.44502,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,5263.86,1.19931,0.55617,0.93836,0.54824,0.39783,0.34046,0.21163,1.80891,2.71593,1.45712,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,5330.79,1.18833,0.55027,0.94442,0.58531,0.38989,0.3405,0.20916,1.80779,2.63691,1.45607,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,5397.98,1.18886,0.54789,0.93691,0.52108,0.34152,0.31145,0.18745,1.90243,2.87796,1.52994,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,5466.25,1.18627,0.54817,0.93949,0.51025,0.35379,0.29773,0.18703,1.87323,2.97158,1.49494,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,5534.47,1.18097,0.54187,0.93664,0.52082,0.37473,0.30165,0.1879,1.79545,2.9169,1.45427,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,5602.12,1.17807,0.54704,0.93342,0.54648,0.34657,0.31547,0.20236,1.82552,3.03386,1.48273,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,5670.28,1.18168,0.54545,0.93129,0.52864,0.35307,0.29174,0.18199,1.84004,3.0402,1.51379,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,5737.56,1.18142,0.54151,0.93667,0.55851,0.34224,0.30429,0.18523,1.85154,3.03764,1.48344,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,5804.8,1.17139,0.54097,0.93828,0.63586,0.34296,0.34661,0.21826,1.83527,2.9142,1.46102,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,5871.08,1.16941,0.53958,0.93238,0.74166,0.32852,0.36166,0.22641,1.83042,3.10093,1.46008,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,5938.52,1.1763,0.53877,0.93371,0.69435,0.31047,0.34887,0.21031,1.84621,3.02767,1.46387,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,6005.49,1.16457,0.5369,0.93434,0.60428,0.33935,0.3361,0.20256,1.82558,2.91048,1.46902,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,6073.98,1.16055,0.53264,0.93156,0.53691,0.33285,0.30613,0.18217,1.88649,3.09394,1.51397,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,6142.51,1.17194,0.53585,0.93405,0.62455,0.32202,0.33467,0.20695,1.85628,3.06104,1.47442,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,6210.24,1.15444,0.52984,0.92901,0.63519,0.34224,0.36098,0.22141,1.85393,2.77637,1.48279,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,6278.34,1.16572,0.53438,0.93069,0.6292,0.35018,0.36795,0.22949,1.86088,2.74945,1.48637,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,6345.24,1.15807,0.53228,0.92639,0.6428,0.35471,0.37905,0.23658,1.83533,2.70944,1.46395,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,6412.44,1.15171,0.5291,0.92593,0.59369,0.36101,0.37618,0.23559,1.83013,2.72832,1.4526,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,6480.59,1.14747,0.52681,0.9275,0.59108,0.37362,0.36958,0.23228,1.85061,2.79167,1.47835,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,6546.62,1.15281,0.52597,0.92728,0.5535,0.38989,0.36447,0.22926,1.83394,2.75579,1.47594,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,6613.1,1.15708,0.52603,0.92876,0.57453,0.36318,0.36346,0.22973,1.8298,2.78948,1.46805,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
