epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
38,4714.94,1.27587,0.61629,1.0394,0.60002,0.36751,0.36071,0.21422,1.54268,3.422,1.41367,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,4839.36,1.26805,0.6114,1.0368,0.60454,0.46787,0.43059,0.25848,1.51333,2.72229,1.39018,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,4963.79,1.26329,0.60489,1.03736,0.60004,0.44043,0.41046,0.24308,1.53022,2.89902,1.3984,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,5088.34,1.2614,0.60893,1.0373,0.5644,0.44477,0.423,0.2349,1.54715,2.5232,1.40958,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,5211.8,1.25629,0.60145,1.0319,0.60463,0.44829,0.39524,0.23432,1.46757,4.35804,1.32725,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,5334.86,1.24801,0.59612,1.03114,0.89273,0.41444,0.47907,0.29166,1.51563,3.2013,1.37041,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,5458.11,1.24985,0.5946,1.02591,0.79427,0.42371,0.47386,0.28642,1.45775,5.48008,1.33628,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,5582.8,1.24407,0.59354,1.02968,0.82805,0.44158,0.50147,0.3052,1.50328,2.65193,1.34432,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,5708.12,1.2431,0.59311,1.02265,0.69043,0.45487,0.46926,0.28211,1.47468,2.70134,1.30752,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,5833.42,1.2418,0.5928,1.02589,0.7257,0.45654,0.4854,0.28778,1.51931,3.18281,1.38012,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,5960.5,1.23379,0.58925,1.02246,0.58668,0.49097,0.39818,0.24723,1.45596,2.90148,1.33302,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,6087.09,1.23663,0.58438,1.0219,0.79711,0.4426,0.48704,0.28753,1.48634,2.24113,1.34842,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,6214.46,1.23416,0.58372,1.01962,0.69298,0.3935,0.41309,0.25382,1.52961,2.96939,1.37319,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,6341.58,1.22909,0.58497,1.02396,0.64312,0.49573,0.48306,0.2933,1.48136,2.62511,1.34365,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,6470.52,1.22515,0.58409,1.02005,0.62447,0.46209,0.43289,0.26572,1.52986,2.80094,1.34214,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,6598.54,1.22223,0.57605,1.016,0.7421,0.4446,0.48797,0.28912,1.52938,2.3191,1.36918,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,6725.87,1.2227,0.57543,1.01856,0.68316,0.43745,0.48409,0.2814,1.47137,2.27787,1.33652,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,6854.7,1.2189,0.57338,1.01501,0.72932,0.40289,0.43049,0.24083,1.55218,3.78531,1.39822,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,6983.03,1.22384,0.57438,1.01802,0.63146,0.48303,0.48834,0.29634,1.4615,2.41961,1.31328,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,7111.38,1.21272,0.56583,1.01531,0.81283,0.4722,0.52093,0.31227,1.46075,2.37989,1.33572,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,7237.98,1.20243,0.56416,1.01219,0.60904,0.46209,0.46607,0.27573,1.50852,2.53085,1.3545,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,7362.54,1.20161,0.56113,1.01401,0.78253,0.42527,0.45958,0.27422,1.46054,3.45361,1.3265,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,7486.09,1.20213,0.56266,1.00934,0.68121,0.47509,0.46055,0.27678,1.48147,2.51693,1.34297,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,7608.86,1.2026,0.56137,1.0105,0.67631,0.45848,0.4593,0.26284,1.52758,2.63576,1.38715,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,7730.98,1.19036,0.55336,1.00547,0.62432,0.46137,0.42272,0.25082,1.45598,2.57354,1.34741,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,7854.28,1.1961,0.55724,1.00799,0.74132,0.45107,0.49463,0.29459,1.5209,2.61929,1.34827,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,7978.46,1.19486,0.55255,1.00955,0.80426,0.44501,0.50522,0.29915,1.48188,2.38886,1.34724,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,8100.61,1.18995,0.55568,1.00753,0.73011,0.41213,0.43035,0.26456,1.53741,3.83698,1.35568,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,8223.88,1.18016,0.5448,1.00198,0.66774,0.46354,0.44778,0.26712,1.56091,2.31577,1.40305,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,8345.01,1.18311,0.54884,1.00136,0.71565,0.44982,0.4999,0.29352,1.48496,2.34073,1.35705,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,8466.06,1.18205,0.54356,1.00212,0.74905,0.46982,0.49538,0.30716,1.47941,2.8759,1.32581,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,8586.94,1.18424,0.54581,1.00342,0.6785,0.45713,0.47631,0.28484,1.50965,2.47837,1.35731,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,8708,1.19164,0.54837,1.00152,0.65292,0.49441,0.47407,0.2848,1.45557,2.53719,1.31307,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,8827.76,1.17229,0.54004,0.99997,0.68892,0.49025,0.50035,0.30162,1.47208,2.33735,1.31991,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,8947.83,1.16909,0.53741,0.99658,0.76322,0.45632,0.49983,0.29425,1.50784,2.11824,1.36282,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,9071.13,1.16888,0.5392,0.99752,0.74027,0.45993,0.50153,0.292,1.52155,2.20145,1.36735,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,9194.39,1.17513,0.54148,1.00017,0.61435,0.45776,0.41879,0.25271,1.53394,2.72129,1.3661,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,9317.01,1.17597,0.53846,0.99547,0.71257,0.45776,0.48931,0.29228,1.47431,2.22923,1.35637,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,9439.69,1.16212,0.53437,0.99616,0.76685,0.44477,0.50959,0.30437,1.48192,2.16137,1.34045,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,9563.79,1.15359,0.52598,0.99199,0.61312,0.47487,0.45358,0.27649,1.50063,2.41334,1.34426,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,9686.58,1.14703,0.52819,0.99133,0.66192,0.43755,0.4449,0.27217,1.50626,2.47985,1.36176,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,9810.48,1.1521,0.52786,0.99342,0.69154,0.44043,0.46435,0.27655,1.49132,2.41699,1.35006,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,9934.36,1.16035,0.52546,0.99249,0.73911,0.43321,0.49457,0.29131,1.48087,2.21906,1.35977,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,10056.6,1.14901,0.52332,0.99066,0.83119,0.44116,0.50209,0.30495,1.49977,2.15588,1.36208,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,10179.8,1.15046,0.52432,0.98865,0.73156,0.43177,0.47095,0.29626,1.45788,2.31446,1.32484,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,10303.1,1.15563,0.5283,0.98595,0.79504,0.41011,0.45931,0.28929,1.46842,2.41513,1.33165,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,10426.5,1.15477,0.52419,0.98739,0.81891,0.43032,0.48752,0.29094,1.53454,2.19977,1.37035,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,10552.5,1.14461,0.52038,0.98879,0.82396,0.43255,0.49567,0.30467,1.47671,2.25776,1.33546,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,10676.7,1.13887,0.5174,0.98675,0.71738,0.45487,0.48792,0.30907,1.46835,2.21228,1.33052,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,10801.7,1.13425,0.51685,0.98875,0.80936,0.43249,0.49777,0.31647,1.43363,2.37408,1.30204,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,10925.2,1.13628,0.51604,0.98278,0.85753,0.4296,0.49926,0.31355,1.51769,2.19987,1.35088,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,11048.1,1.13921,0.51378,0.98454,0.67287,0.45632,0.47695,0.29622,1.47816,2.19411,1.33773,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,11172.3,1.13918,0.51456,0.9826,0.74299,0.4426,0.47769,0.28985,1.47896,2.23886,1.32795,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,11294.5,1.1319,0.51341,0.98321,0.81264,0.45409,0.50377,0.31379,1.46216,2.05671,1.33531,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,11417.1,1.13236,0.50846,0.98131,0.81386,0.4722,0.52208,0.32021,1.45154,2.04263,1.33502,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,11537.7,1.12616,0.50857,0.97956,0.77397,0.45487,0.50601,0.31246,1.46875,2.09469,1.35127,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,11657.3,1.11467,0.50207,0.97871,0.76419,0.45159,0.50364,0.31351,1.49534,2.09292,1.36216,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,11776.6,1.12378,0.50562,0.9789,0.82964,0.44549,0.50061,0.30694,1.47393,2.26414,1.36374,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,11895.7,1.12166,0.50191,0.97999,0.78661,0.41949,0.45857,0.28686,1.47971,3.21138,1.34171,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,12014.5,1.11889,0.49956,0.97852,0.75387,0.42461,0.47085,0.28897,1.46783,2.70992,1.33591,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,12134.7,1.1155,0.49971,0.9772,0.73675,0.40615,0.45566,0.28663,1.45193,2.64173,1.33653,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,12255.6,1.1198,0.49901,0.97845,0.80103,0.4231,0.48469,0.30962,1.4667,2.29034,1.33063,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,12375.3,1.11421,0.49672,0.97801,0.6594,0.4501,0.44715,0.28323,1.45177,2.3678,1.32501,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,12496.2,1.11282,0.49688,0.97407,0.62175,0.46642,0.43298,0.27879,1.4504,2.6884,1.32242,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,12617.3,1.11099,0.49805,0.97411,0.69835,0.44621,0.46782,0.29951,1.46096,2.41866,1.34015,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,12737.4,1.10344,0.49112,0.97248,0.65715,0.44332,0.46218,0.28825,1.44858,2.57056,1.34311,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,12856.4,1.10184,0.49098,0.97022,0.76089,0.4361,0.48158,0.29792,1.4536,2.42368,1.3421,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,12976.5,1.09233,0.49083,0.97034,0.6947,0.44621,0.47153,0.29937,1.44095,2.41399,1.32093,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,13096.4,1.09404,0.49102,0.97114,0.74523,0.46675,0.48478,0.29572,1.45629,2.98379,1.32295,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,13217.6,1.10058,0.48928,0.96783,0.77566,0.45271,0.50044,0.30673,1.45278,2.1496,1.32351,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,13336.4,1.08675,0.4855,0.96982,0.75891,0.44547,0.48655,0.29606,1.46001,2.19155,1.34357,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,13458.1,1.10616,0.48849,0.97011,0.69445,0.45921,0.46886,0.28727,1.47025,2.26683,1.35022,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,13581.3,1.08958,0.48595,0.96731,0.72198,0.44043,0.47375,0.29266,1.45292,2.1901,1.33422,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,13703,1.0855,0.48303,0.96656,0.74459,0.42888,0.46743,0.29189,1.43312,2.24595,1.32939,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,13825,1.0757,0.4764,0.96483,0.68114,0.45415,0.47345,0.28583,1.46279,2.33293,1.34841,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,13947.1,1.08362,0.48048,0.96648,0.716,0.44838,0.48313,0.29295,1.47137,2.21699,1.35401,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,14069,1.0783,0.47808,0.96678,0.67671,0.45776,0.46889,0.28658,1.4561,2.28051,1.34807,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,14190.4,1.07617,0.47675,0.96259,0.6766,0.46065,0.45926,0.28216,1.48969,2.33331,1.3588,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,14310.8,1.06573,0.47489,0.95776,0.64201,0.45709,0.43381,0.27306,1.47723,2.60516,1.3471,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,14431.4,1.07434,0.47332,0.96518,0.68225,0.44693,0.4486,0.28059,1.50916,2.8118,1.37304,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,14554.7,1.06561,0.4697,0.96167,0.77984,0.43221,0.46382,0.2856,1.50309,2.67377,1.37574,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,14677.7,1.07148,0.47324,0.96301,0.70609,0.44332,0.45766,0.28165,1.51274,2.58129,1.38977,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,14800,1.06748,0.46732,0.95591,0.72672,0.45505,0.47423,0.2905,1.52803,2.30243,1.40357,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,14921.9,1.06913,0.47098,0.95917,0.76596,0.44188,0.47666,0.28903,1.52732,2.21672,1.39772,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,15042.7,1.06575,0.46791,0.95895,0.69297,0.46118,0.47374,0.28999,1.5206,2.20981,1.3988,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
