epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,3522.96,1.30213,0.64342,1.05152,0.69579,0.41733,0.43201,0.24775,1.52875,2.62445,1.4021,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,3634.07,1.28964,0.6354,1.04718,0.84657,0.39856,0.45904,0.27403,1.5048,2.76395,1.35822,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,3746.62,1.28324,0.63036,1.04333,0.7074,0.42593,0.41808,0.23308,1.58561,4.34012,1.40809,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,3858.4,1.27501,0.62162,1.03851,0.6556,0.4137,0.41765,0.2463,1.57481,3.41248,1.39989,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,3969.67,1.27447,0.62187,1.03974,0.65513,0.43177,0.42835,0.26688,1.45503,3.57597,1.35673,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,4081.51,1.26025,0.61258,1.04133,0.60754,0.43032,0.39389,0.22335,1.54321,2.77776,1.4068,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,4192.04,1.26878,0.61499,1.03681,0.6097,0.42166,0.43876,0.2574,1.54644,3.80589,1.39871,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,4303.42,1.26646,0.61816,1.03878,0.63901,0.41661,0.39421,0.21467,1.60624,3.35206,1.44645,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,4414.8,1.26358,0.6091,1.03485,0.65312,0.44043,0.44783,0.28273,1.4623,2.41869,1.33844,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,4526.67,1.25678,0.60185,1.02957,0.68756,0.36968,0.39629,0.23824,1.62939,2.95389,1.40863,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,4638.57,1.26802,0.60792,1.03511,0.63748,0.42238,0.4259,0.25633,1.50522,3.12837,1.35793,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,4749.96,1.2502,0.59699,1.02567,0.67878,0.43394,0.41627,0.25034,1.49365,2.93167,1.36454,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,4862.56,1.25414,0.60748,1.02927,0.5998,0.4556,0.40663,0.24228,1.49163,3.03244,1.36025,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,4974.37,1.25267,0.59729,1.02789,0.62716,0.46282,0.43317,0.25919,1.49838,2.53837,1.35179,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,5087.09,1.24438,0.59749,1.03046,0.676,0.44404,0.41284,0.24519,1.58334,2.76556,1.42656,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,5200.46,1.2364,0.58977,1.02459,0.86764,0.40289,0.47572,0.26515,1.55167,2.32435,1.40699,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,5310.84,1.24411,0.58933,1.03015,0.7202,0.42671,0.46508,0.27808,1.54056,2.48729,1.41442,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,5421.42,1.22995,0.58544,1.01927,0.65219,0.43249,0.43173,0.26645,1.52975,2.5145,1.37988,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,5533.15,1.23182,0.58373,1.02108,0.61502,0.42793,0.4045,0.25921,1.52931,2.88482,1.36839,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,5644.63,1.23028,0.57945,1.01989,0.7224,0.41516,0.42509,0.25871,1.53049,4.72561,1.37911,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,5756.49,1.21973,0.57625,1.01796,0.6744,0.43105,0.42661,0.25427,1.53433,2.54681,1.38877,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,5868.93,1.2196,0.57656,1.01493,0.67379,0.41012,0.42273,0.27096,1.58477,3.8159,1.40394,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,5981.28,1.23148,0.57796,1.02081,0.65599,0.3704,0.35641,0.21602,1.58129,3.02655,1.43478,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,6092.56,1.21581,0.57496,1.01543,0.66619,0.43105,0.42947,0.25699,1.52858,3.24248,1.38536,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,6204.35,1.21884,0.57164,1.01452,0.69015,0.45513,0.43922,0.26037,1.52988,2.81711,1.375,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,6315.21,1.21267,0.565,1.00966,0.69235,0.45199,0.44915,0.28355,1.49971,2.60875,1.37305,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,6426.12,1.21687,0.57192,1.01364,0.62782,0.40802,0.39503,0.25509,1.47526,3.18661,1.33946,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,6538.66,1.21739,0.56928,1.01324,0.6448,0.44477,0.41439,0.24446,1.54017,3.06652,1.38315,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,6649.69,1.2109,0.56615,1.01295,0.67031,0.44838,0.47728,0.28347,1.49035,2.54745,1.37089,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,6760.91,1.21199,0.56216,1.01154,0.70228,0.46787,0.47873,0.27882,1.51566,2.32327,1.36917,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,6873.25,1.20692,0.55879,1.01066,0.71988,0.42383,0.4392,0.2609,1.58468,2.57766,1.41471,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,6984.53,1.19215,0.55594,1.00564,0.69525,0.4657,0.48158,0.28098,1.54352,2.27547,1.37491,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,7097.78,1.19343,0.55603,1.00288,0.68596,0.4361,0.45508,0.27093,1.51945,2.48061,1.34987,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,7209.53,1.20169,0.55733,1.01173,0.65289,0.4426,0.43174,0.24861,1.56139,2.96052,1.40499,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,7320.35,1.1782,0.54875,0.99996,0.6814,0.45709,0.47506,0.27998,1.5163,2.25564,1.36761,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,7430.54,1.1876,0.55308,0.99962,0.6209,0.4491,0.41835,0.25158,1.52258,2.49289,1.3548,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,7541.1,1.18805,0.55075,1.00067,0.58995,0.44772,0.40832,0.24004,1.53832,2.63351,1.3899,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,7652.96,1.1793,0.54683,1.00437,0.71884,0.40794,0.46517,0.27503,1.51026,2.53603,1.3617,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,7764.8,1.18796,0.54897,1.00504,0.57211,0.43899,0.43973,0.27064,1.47676,2.45831,1.32622,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,7877.3,1.18159,0.5481,1.00208,0.67363,0.46495,0.49786,0.30988,1.47477,2.42143,1.3198,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,7990.63,1.17464,0.54164,1.00077,0.64905,0.42022,0.43036,0.26653,1.45098,2.70575,1.33242,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,8103.42,1.17304,0.54458,0.99799,0.71741,0.43626,0.45496,0.28022,1.50798,3.11034,1.36706,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,8216.94,1.16798,0.53908,0.99853,0.69134,0.4231,0.45266,0.28131,1.46415,3.09776,1.32891,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,8328.84,1.16801,0.53787,0.99805,0.66543,0.40939,0.42294,0.26379,1.50283,2.80926,1.35646,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,8441.09,1.16497,0.5369,0.9979,0.6263,0.40217,0.40415,0.25863,1.48443,5.39051,1.37025,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,8554.52,1.16655,0.53385,0.99449,0.57354,0.4361,0.40564,0.25327,1.50029,2.60887,1.38022,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,8666.59,1.16391,0.53315,0.996,0.65923,0.42094,0.40113,0.25763,1.47559,2.81456,1.37084,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,8779.47,1.15884,0.53019,0.99814,0.68046,0.41155,0.40283,0.26079,1.46701,2.86301,1.34998,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,8891.41,1.15509,0.52675,0.99192,0.67473,0.40888,0.42342,0.27031,1.47182,2.55594,1.34106,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,9004.11,1.15009,0.52562,0.98877,0.65915,0.41329,0.44895,0.27617,1.49726,2.46838,1.36784,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,9115.39,1.15086,0.52636,0.99135,0.74745,0.44621,0.4802,0.30324,1.4749,2.46461,1.36033,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,9227.57,1.14624,0.52233,0.99023,0.71758,0.45704,0.4851,0.3105,1.47184,2.46718,1.35494,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,9338.66,1.13912,0.52008,0.98927,0.63926,0.39711,0.4251,0.26699,1.5272,2.71013,1.40194,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,9450.85,1.15481,0.52403,0.98673,0.64635,0.45632,0.46267,0.29342,1.48873,2.47172,1.3666,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,9561.18,1.14153,0.51794,0.98515,0.60898,0.46065,0.4723,0.29311,1.49181,2.38588,1.35955,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,9674.24,1.13871,0.51715,0.98812,0.62908,0.45126,0.45495,0.29393,1.4382,2.67767,1.32802,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,9789.02,1.14113,0.51446,0.98348,0.58495,0.44061,0.44475,0.2885,1.45049,2.5637,1.32781,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,9901.98,1.13644,0.51543,0.98437,0.73061,0.44648,0.48812,0.31241,1.43822,2.31472,1.31547,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,10014.1,1.13154,0.50802,0.98295,0.72061,0.46354,0.47439,0.30695,1.45216,2.56238,1.33467,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,10124.8,1.13396,0.51445,0.97926,0.72757,0.45343,0.47697,0.30404,1.48209,2.42023,1.36747,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,10236.5,1.13798,0.51357,0.98149,0.64706,0.42756,0.4251,0.27125,1.49003,2.68197,1.36202,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,10348.5,1.12258,0.50842,0.97817,0.69904,0.45993,0.45289,0.28268,1.49941,2.44737,1.37495,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,10460.9,1.13029,0.50714,0.97646,0.66677,0.46065,0.4764,0.29771,1.47898,2.3977,1.35738,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,10574.3,1.12055,0.50283,0.97992,0.70338,0.48159,0.46979,0.28891,1.46277,2.42173,1.34384,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,10685.7,1.12407,0.50714,0.97957,0.69881,0.45343,0.46049,0.2834,1.49134,2.43191,1.35901,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,10798,1.12275,0.50452,0.98039,0.6433,0.43827,0.42728,0.2631,1.47331,2.65811,1.348,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,10908.7,1.12176,0.50416,0.98233,0.67706,0.43032,0.4598,0.28094,1.46914,2.48141,1.36221,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,11021.3,1.10715,0.49628,0.97176,0.65129,0.45415,0.45652,0.28169,1.4751,2.47807,1.3627,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,11132.5,1.1163,0.50278,0.97907,0.64731,0.44043,0.43949,0.27765,1.47065,2.56273,1.35405,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,11244,1.11328,0.49601,0.97708,0.65192,0.44626,0.4545,0.28133,1.49025,2.48482,1.37192,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,11355.4,1.10753,0.49633,0.97513,0.63379,0.44736,0.44653,0.27629,1.50151,2.52945,1.38007,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,11466.7,1.11141,0.49736,0.97464,0.65034,0.44404,0.44602,0.27894,1.47703,2.55619,1.35566,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,11579.2,1.11069,0.4965,0.97295,0.61095,0.41372,0.43011,0.26589,1.51556,2.64107,1.38425,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,11692.3,1.10424,0.492,0.97475,0.67039,0.41011,0.43812,0.2748,1.51693,2.54904,1.38669,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,11806.7,1.10427,0.4907,0.97363,0.65949,0.44043,0.45163,0.2848,1.50707,2.52216,1.36865,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,11919.4,1.09051,0.48562,0.96982,0.65191,0.44116,0.43373,0.27206,1.50653,2.59523,1.38002,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,12032.4,1.09061,0.48581,0.96711,0.65029,0.42671,0.41539,0.26008,1.51184,2.60498,1.37557,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,12143.6,1.08928,0.48533,0.96831,0.62253,0.44477,0.42656,0.26885,1.5102,2.66781,1.38197,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,12255.4,1.08838,0.48163,0.96649,0.64016,0.42774,0.41967,0.26799,1.523,2.71395,1.38251,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,12366.4,1.08117,0.47781,0.96731,0.62971,0.43105,0.42431,0.27173,1.51009,2.67818,1.37396,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,12477.9,1.0869,0.48364,0.96736,0.62181,0.42816,0.42251,0.26851,1.49322,2.63237,1.36463,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,12591.2,1.07709,0.4761,0.96356,0.5653,0.44838,0.41681,0.26308,1.5078,2.7219,1.37793,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,12704.7,1.08029,0.48039,0.96265,0.59972,0.44136,0.41892,0.26549,1.48489,2.70736,1.35075,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,12816.1,1.07915,0.47766,0.96264,0.57645,0.44318,0.4253,0.268,1.51158,2.70845,1.37176,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,12926.5,1.08297,0.47774,0.96627,0.65849,0.42022,0.44126,0.28029,1.51899,2.63873,1.37461,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,13037.9,1.07413,0.47455,0.96275,0.63408,0.42913,0.44568,0.28185,1.50955,2.62911,1.37784,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,13148,1.07521,0.4745,0.96278,0.63715,0.43827,0.44971,0.28613,1.50103,2.59247,1.37335,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,13260,1.06751,0.4699,0.96238,0.67736,0.41877,0.44664,0.28597,1.50446,2.58931,1.36977,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
